seq	pos	mod	bio	strand	depth	gene	sample_group	seq_tech	lap_type
4	13882857	Y	exon	+	347.5	AT4G27870.1.exon8	Col0_NT	GMUCT	exon
4	14288812	m1G	exon	+	82.5	AT4G28980.1.exon1	Col0_NT	GMUCT	exon
4	14305361	m1G	exon	+	2227.5	AT4G29020.1.exon1	Col0_NT	GMUCT	exon
4	14305465	Y	exon	+	327.5	AT4G29020.1.exon1	Col0_NT	GMUCT	exon
4	14307585	m1G	exon	+	851.5	AT4G29030.1.exon1	Col0_NT	GMUCT	exon
4	14764442	D	exon	+	640.5	AT4G30170.1.exon4	Col0_NT	GMUCT	exon
4	16169690	i6A|t6A	exon	-	486	AT4G33670.1.exon5	Col0_NT	GMUCT	exon
4	16234100	i6A|t6A	exon	-	1168	AT4G33865.1.exon1	Col0_NT	GMUCT	exon
4	16234101	m1A|m1I|ms2i6A	exon	-	1243.5	AT4G33865.1.exon1	Col0_NT	GMUCT	exon
4	16348397	m1A|m1I|ms2i6A	exon	-	1647	AT4G34138.1.exon2	Col0_NT	GMUCT	exon
4	16348398	m1G	exon	-	1890.5	AT4G34138.1.exon2	Col0_NT	GMUCT	exon
4	16348399	m1A|m1I|ms2i6A	exon	-	2240.5	AT4G34138.1.exon2	Col0_NT	GMUCT	exon
4	16348400	m1G	exon	-	2444.5	AT4G34138.1.exon2	Col0_NT	GMUCT	exon
4	16348397	m1A|m1I|ms2i6A	exon	-	1647	AT4G34139.1.exon2	Col0_NT	GMUCT	exon
4	16348398	m1G	exon	-	1890.5	AT4G34139.1.exon2	Col0_NT	GMUCT	exon
4	16348399	m1A|m1I|ms2i6A	exon	-	2240.5	AT4G34139.1.exon2	Col0_NT	GMUCT	exon
4	16348400	m1G	exon	-	2444.5	AT4G34139.1.exon2	Col0_NT	GMUCT	exon
4	16558216	Y	exon	+	517	AT4G34700.1.exon4	Col0_NT	GMUCT	exon
4	16614749	m1A|m1I|ms2i6A	exon	+	2408	AT4G34870.1.exon1	Col0_NT	GMUCT	exon
4	16614750	m1G	exon	+	2273	AT4G34870.1.exon1	Col0_NT	GMUCT	exon
4	16614751	m1G	exon	+	2137	AT4G34870.1.exon1	Col0_NT	GMUCT	exon
4	16614752	i6A|t6A	exon	+	1912.5	AT4G34870.1.exon1	Col0_NT	GMUCT	exon
4	16904714	D	exon	+	113	AT4G35630.1.exon1	Col0_NT	GMUCT	exon
4	16904714	D	exon	+	113	AT4G09225.1.exon1	Col0_NT	GMUCT	exon
4	17309885	D	exon	-	597	AT4G36730.1.exon12	Col0_NT	GMUCT	exon
4	17775435	Y	exon	-	127.5	AT4G37800.1.exon4	Col0_NT	GMUCT	exon
4	17831849	Y	exon	-	3842	AT4G37930.1.exon15	Col0_NT	GMUCT	exon
4	18072530	D	exon	-	343	AT4G38680.1.exon1	Col0_NT	GMUCT	exon
4	18115791	m1G	exon	-	200	AT4G38810.1.exon4	Col0_NT	GMUCT	exon
4	18152144	m1G	exon	-	469	AT4G38932.1.exon1	Col0_NT	GMUCT	exon
4	18469674	Y	exon	-	272.5	AT4G39800.1.exon9	Col0_NT	GMUCT	exon
4	18469676	m1G	exon	-	341	AT4G39800.1.exon9	Col0_NT	GMUCT	exon
4	18541313	m1A|m1I|ms2i6A	exon	+	253	AT4G39980.1.exon4	Col0_NT	GMUCT	exon
4	18557484	Y	exon	-	4984.5	AT4G40040.1.exon5	Col0_NT	GMUCT	exon
4	18557504	D	exon	-	12440	AT4G40040.1.exon5	Col0_NT	GMUCT	exon
5	33890	m1G	exon	+	226	AT5G01090.1.exon1	Col0_NT	GMUCT	exon
5	427120	Y	exon	+	2015	AT5G02160.1.exon2	Col0_NT	GMUCT	exon
5	427121	Y	exon	+	1995.5	AT5G02160.1.exon2	Col0_NT	GMUCT	exon
5	427131	D	exon	+	1219	AT5G02160.1.exon2	Col0_NT	GMUCT	exon
5	507152	Y	exon	-	856	AT5G02380.1.exon1	Col0_NT	GMUCT	exon
5	832244	m1G	exon	-	243.5	AT5G03380.1.exon5	Col0_NT	GMUCT	exon
5	1137398	D	exon	+	358	AT5G04140.2.exon29	Col0_NT	GMUCT	exon
5	1325317	m1A|m1I|ms2i6A	exon	+	826.5	AT5G04600.1.exon7	Col0_NT	GMUCT	exon
5	3277600	i6A|t6A	exon	-	181.5	AT5G10430.1.exon1	Col0_NT	GMUCT	exon
5	3277602	m1G	exon	-	246	AT5G10430.1.exon1	Col0_NT	GMUCT	exon
5	3277600	i6A|t6A	exon	-	181.5	AT5G10435.1.exon1	Col0_NT	GMUCT	exon
5	3277602	m1G	exon	-	246	AT5G10435.1.exon1	Col0_NT	GMUCT	exon
5	3916357	m1G	exon	-	581.5	AT5G12110.1.exon6	Col0_NT	GMUCT	exon
5	3916360	D	exon	-	864	AT5G12110.1.exon6	Col0_NT	GMUCT	exon
5	3916357	m1G	exon	-	581.5	AT5G12120.1.exon2	Col0_NT	GMUCT	exon
5	3916360	D	exon	-	864	AT5G12120.1.exon2	Col0_NT	GMUCT	exon
5	4387600	m1A|m1I|ms2i6A	exon	-	882.5	AT5G13630.1.exon5	Col0_NT	GMUCT	exon
5	5639933	i6A|t6A	exon	-	107.5	AT5G17160.1.exon5	Col0_NT	GMUCT	exon
5	5725669	D	exon	-	111	AT5G17380.1.exon1	Col0_NT	GMUCT	exon
5	6215319	D	exon	+	122.5	AT5G18640.2.exon10	Col0_NT	GMUCT	exon
5	6695411	D	exon	-	192	AT5G19820.1.exon19	Col0_NT	GMUCT	exon
5	6695415	i6A|t6A	exon	-	595	AT5G19820.1.exon19	Col0_NT	GMUCT	exon
5	6695416	m1G	exon	-	608.5	AT5G19820.1.exon19	Col0_NT	GMUCT	exon
5	6836062	D	exon	+	506.5	AT5G20250.2.exon5	Col0_NT	GMUCT	exon
5	6851749	m1A|m1I|ms2i6A	exon	-	700	AT5G20290.1.exon5	Col0_NT	GMUCT	exon
5	7736923	i6A|t6A	exon	-	172.5	AT5G23060.1.exon6	Col0_NT	GMUCT	exon
5	7736924	m1G	exon	-	180	AT5G23060.1.exon6	Col0_NT	GMUCT	exon
5	9817092	D	exon	+	826	AT5G27720.1.exon7	Col0_NT	GMUCT	exon
5	9817094	m1G	exon	+	729.5	AT5G27720.1.exon7	Col0_NT	GMUCT	exon
5	16781171	Y	exon	+	205	AT5G41920.1.exon1	Col0_NT	GMUCT	exon
5	17170621	m1G	exon	-	448.5	AT5G42820.1.exon2	Col0_NT	GMUCT	exon
5	17170622	m1G	exon	-	479.5	AT5G42820.1.exon2	Col0_NT	GMUCT	exon
5	17170621	m1G	exon	-	448.5	AT5G06395.1.exon1	Col0_NT	GMUCT	exon
5	17170622	m1G	exon	-	479.5	AT5G06395.1.exon1	Col0_NT	GMUCT	exon
5	18699645	D	exon	+	1626.5	AT5G46110.3.exon9	Col0_NT	GMUCT	exon
5	18989026	m1G	exon	-	161	AT5G46800.1.exon3	Col0_NT	GMUCT	exon
5	18989027	m1G	exon	-	163	AT5G46800.1.exon3	Col0_NT	GMUCT	exon
5	19170501	Y	exon	-	324.5	AT5G47210.2.exon2	Col0_NT	GMUCT	exon
5	19170502	i6A|t6A	exon	-	361	AT5G47210.2.exon2	Col0_NT	GMUCT	exon
5	19170503	m1A|m1I|ms2i6A	exon	-	444	AT5G47210.2.exon2	Col0_NT	GMUCT	exon
5	20245782	Y	exon	+	134	AT5G49810.1.exon12	Col0_NT	GMUCT	exon
5	20551469	m1A|m1I|ms2i6A	exon	-	375.5	AT5G50460.1.exon3	Col0_NT	GMUCT	exon
5	21172311	m1G	exon	+	736	AT5G52100.1.exon10	Col0_NT	GMUCT	exon
5	21172312	m1G	exon	+	733.5	AT5G52100.1.exon10	Col0_NT	GMUCT	exon
5	21765311	D	exon	-	100.5	AT5G53580.1.exon7	Col0_NT	GMUCT	exon
5	22157972	Y	exon	+	152	AT5G54540.1.exon4	Col0_NT	GMUCT	exon
5	22688838	Y	exon	+	496	AT5G56030.1.exon3	Col0_NT	GMUCT	exon
5	23443267	D	exon	+	517.5	AT5G57870.1.exon9	Col0_NT	GMUCT	exon
5	25111556	m1G	exon	+	298.5	AT5G62560.1.exon1	Col0_NT	GMUCT	exon
5	25453687	m1A|m1I|ms2i6A	exon	+	483.5	AT5G63570.1.exon3	Col0_NT	GMUCT	exon
5	25453688	m1G	exon	+	482.5	AT5G63570.1.exon3	Col0_NT	GMUCT	exon
5	25704531	D	exon	+	218	AT5G64260.1.exon1	Col0_NT	GMUCT	exon
5	26052527	i6A|t6A	exon	-	301.5	AT5G65207.1.exon1	Col0_NT	GMUCT	exon
5	26052528	m1G	exon	-	315	AT5G65207.1.exon1	Col0_NT	GMUCT	exon
5	26149948	D	exon	-	324	AT5G65430.1.exon1	Col0_NT	GMUCT	exon
5	26300031	D	exon	+	348	AT5G65730.1.exon4	Col0_NT	GMUCT	exon
5	26412287	D	exon	-	568	AT5G66050.1.exon10	Col0_NT	GMUCT	exon
5	26412289	D	exon	-	692.5	AT5G66050.1.exon10	Col0_NT	GMUCT	exon
Mt	8984	i6A|t6A	exon	-	200.5	ATMG00020.1.exon1	Col0_NT	GMUCT	exon
Mt	9564	D	exon	-	643.5	ATMG00020.1.exon1	Col0_NT	GMUCT	exon
Mt	362602	m1A|m1I|ms2i6A	exon	-	5462	ATMG01390.1.exon1	Col0_NT	GMUCT	exon
Mt	362603	m1G	exon	-	5555	ATMG01390.1.exon1	Col0_NT	GMUCT	exon
Mt	362691	m2G|m22G	exon	-	2988.5	ATMG01390.1.exon1	Col0_NT	GMUCT	exon
Mt	363117	D	exon	-	4238.5	ATMG01390.1.exon1	Col0_NT	GMUCT	exon
Pt	25829	m1G	exon	-	230	ATCG00190.1.exon1	Col0_NT	GMUCT	exon
Pt	33750	m1A|m1I|ms2i6A	exon	+	1138.5	ATCG00270.1.exon1	Col0_NT	GMUCT	exon
Pt	33751	m3C	exon	+	1137	ATCG00270.1.exon1	Col0_NT	GMUCT	exon
Pt	33750	m1A|m1I|ms2i6A	exon	+	1138.5	ATCG00280.1.exon1	Col0_NT	GMUCT	exon
Pt	33751	m3C	exon	+	1137	ATCG00280.1.exon1	Col0_NT	GMUCT	exon
Pt	127359	m1G	exon	-	146.5	ATCG01130.1.exon1	Col0_NT	GMUCT	exon
5	3277600	i6A|t6A	five_prime_UTR	-	181.5	AT5G10435	Col0_NT	GMUCT	fiveUTR
5	3277602	m1G	five_prime_UTR	-	246	AT5G10435	Col0_NT	GMUCT	fiveUTR
1	50505	Y	protein_coding	-	390.5	AT1G01100	Col0_NT	GMUCT	gene
1	50508	Y	protein_coding	-	669	AT1G01100	Col0_NT	GMUCT	gene
1	118628	m1A|m1I|ms2i6A	protein_coding	+	1009.5	AT1G01300	Col0_NT	GMUCT	gene
1	225838	Y	protein_coding	-	446	AT1G01620	Col0_NT	GMUCT	gene
1	296472	m1A|m1I|ms2i6A	protein_coding	-	166	AT1G01820	Col0_NT	GMUCT	gene
1	388303	m1A|m1I|ms2i6A	protein_coding	-	276	AT1G02090	Col0_NT	GMUCT	gene
1	1142842	Y	protein_coding	-	899.5	AT1G04270	Col0_NT	GMUCT	gene
1	1142844	m1G	protein_coding	-	1071.5	AT1G04270	Col0_NT	GMUCT	gene
1	1828857	i6A|t6A	protein_coding	-	986.5	AT1G06040	Col0_NT	GMUCT	gene
1	1828858	m1G	protein_coding	-	1079.5	AT1G06040	Col0_NT	GMUCT	gene
1	1828859	m1A|m1I|ms2i6A	protein_coding	-	1229.5	AT1G06040	Col0_NT	GMUCT	gene
1	1828860	m3C	protein_coding	-	1355.5	AT1G06040	Col0_NT	GMUCT	gene
1	2130255	m1A|m1I|ms2i6A	protein_coding	-	246.5	AT1G06950	Col0_NT	GMUCT	gene
1	2130256	m1G	protein_coding	-	264	AT1G06950	Col0_NT	GMUCT	gene
1	2710272	m1G	protein_coding	-	116	AT1G08560	Col0_NT	GMUCT	gene
1	2928698	Y	protein_coding	+	1178	AT1G09070	Col0_NT	GMUCT	gene
1	2928699	m1G	protein_coding	+	819	AT1G09070	Col0_NT	GMUCT	gene
1	3159258	m1G	protein_coding	-	482.5	AT1G09760	Col0_NT	GMUCT	gene
1	3159259	m1G	protein_coding	-	539	AT1G09760	Col0_NT	GMUCT	gene
1	3159260	Y	protein_coding	-	616.5	AT1G09760	Col0_NT	GMUCT	gene
1	3159261	D	protein_coding	-	652	AT1G09760	Col0_NT	GMUCT	gene
1	3564529	Y	protein_coding	+	152	AT1G10720	Col0_NT	GMUCT	gene
1	3755759	m1G	protein_coding	-	331.5	AT1G11210	Col0_NT	GMUCT	gene
1	3755760	m1A|m1I|ms2i6A	protein_coding	-	392	AT1G11210	Col0_NT	GMUCT	gene
1	3755761	m1A|m1I|ms2i6A	protein_coding	-	419.5	AT1G11210	Col0_NT	GMUCT	gene
1	3755762	D	protein_coding	-	466	AT1G11210	Col0_NT	GMUCT	gene
1	3999493	D	protein_coding	+	1317	AT1G11850	Col0_NT	GMUCT	gene
1	3999494	m1G	protein_coding	+	1256	AT1G11850	Col0_NT	GMUCT	gene
1	4002927	m1G	protein_coding	+	220.5	AT1G11860	Col0_NT	GMUCT	gene
1	4090037	Y	protein_coding	-	4227	AT1G12090	Col0_NT	GMUCT	gene
1	4353401	m1G	protein_coding	+	132.5	AT1G12770	Col0_NT	GMUCT	gene
1	4543241	Y	protein_coding	+	537.5	AT1G13260	Col0_NT	GMUCT	gene
1	4543242	D	protein_coding	+	500	AT1G13260	Col0_NT	GMUCT	gene
1	5414166	Y	protein_coding	+	153	AT1G15740	Col0_NT	GMUCT	gene
1	5541553	Y	protein_coding	+	162	AT1G16180	Col0_NT	GMUCT	gene
1	6568536	Y	protein_coding	+	302.5	AT1G19020	Col0_NT	GMUCT	gene
1	6943621	D	protein_coding	+	654	AT1G20020	Col0_NT	GMUCT	gene
1	7084691	Y	protein_coding	-	364.5	AT1G20440	Col0_NT	GMUCT	gene
1	7145233	m1G	protein_coding	+	564.5	AT1G20620	Col0_NT	GMUCT	gene
1	7145758	m3C	protein_coding	+	7788.5	AT1G20620	Col0_NT	GMUCT	gene
1	7145759	Y	protein_coding	+	7363	AT1G20620	Col0_NT	GMUCT	gene
1	7145760	i6A|t6A	protein_coding	+	5756.5	AT1G20620	Col0_NT	GMUCT	gene
1	7145761	m3C	protein_coding	+	5174	AT1G20620	Col0_NT	GMUCT	gene
1	7875732	D	protein_coding	+	968.5	AT1G22280	Col0_NT	GMUCT	gene
1	7895351	D	protein_coding	-	446	AT1G22360	Col0_NT	GMUCT	gene
1	8003963	i6A|t6A	protein_coding	+	592	AT1G22630	Col0_NT	GMUCT	gene
1	8003965	i6A|t6A	protein_coding	+	474	AT1G22630	Col0_NT	GMUCT	gene
1	8006990	m1G	protein_coding	+	919	AT1G22640	Col0_NT	GMUCT	gene
1	8006991	m1A|m1I|ms2i6A	protein_coding	+	910	AT1G22640	Col0_NT	GMUCT	gene
1	8027840	m1A|m1I|ms2i6A	protein_coding	+	155.5	AT1G22690	Col0_NT	GMUCT	gene
1	8052263	Y	protein_coding	+	125	AT1G22750	Col0_NT	GMUCT	gene
1	8064916	Y	protein_coding	+	136.5	AT1G22770	Col0_NT	GMUCT	gene
1	8338385	D	protein_coding	+	1838	AT1G23490	Col0_NT	GMUCT	gene
1	8861287	m1A|m1I|ms2i6A	protein_coding	+	378	AT1G25275	Col0_NT	GMUCT	gene
1	9089714	D	protein_coding	-	134	AT1G26270	Col0_NT	GMUCT	gene
1	9404166	D	protein_coding	-	1003	AT1G27090	Col0_NT	GMUCT	gene
1	9404168	Y	protein_coding	-	1341	AT1G27090	Col0_NT	GMUCT	gene
1	11468820	i6A|t6A	protein_coding	+	350	AT1G31930	Col0_NT	GMUCT	gene
1	11535660	Y	protein_coding	-	193	AT1G32070	Col0_NT	GMUCT	gene
1	12157175	m1G	protein_coding	-	236.5	AT1G33520	Col0_NT	GMUCT	gene
1	13027090	m1A|m1I|ms2i6A	protein_coding	+	316.5	AT1G35420	Col0_NT	GMUCT	gene
1	13027091	m1G	protein_coding	+	318	AT1G35420	Col0_NT	GMUCT	gene
1	19128708	D	protein_coding	-	248.5	AT1G51590	Col0_NT	GMUCT	gene
1	19442877	Y	protein_coding	-	127.5	AT1G52200	Col0_NT	GMUCT	gene
1	19475089	Y	protein_coding	-	560	AT1G52300	Col0_NT	GMUCT	gene
1	20154635	D	protein_coding	-	62.5	AT1G54000	Col0_NT	GMUCT	gene
1	20183682	m1A|m1I|ms2i6A	protein_coding	-	430.5	AT1G54080	Col0_NT	GMUCT	gene
1	20356550	Y	protein_coding	+	291.5	AT1G54490	Col0_NT	GMUCT	gene
1	23790582	Y	protein_coding	+	111.5	AT1G64090	Col0_NT	GMUCT	gene
1	23955125	Y	protein_coding	-	325	AT1G64510	Col0_NT	GMUCT	gene
1	23955126	Y	protein_coding	-	326.5	AT1G64510	Col0_NT	GMUCT	gene
1	24052649	D	protein_coding	-	97.5	AT1G64750	Col0_NT	GMUCT	gene
1	24114854	Y	protein_coding	+	273	AT1G64900	Col0_NT	GMUCT	gene
1	24648354	m1G	protein_coding	+	352.5	AT1G66180	Col0_NT	GMUCT	gene
1	24686778	m1A|m1I|ms2i6A	protein_coding	-	1467	AT1G66240	Col0_NT	GMUCT	gene
1	25709918	D	protein_coding	-	278.5	AT1G68520	Col0_NT	GMUCT	gene
1	25734510	Y	protein_coding	-	1743	AT1G68560	Col0_NT	GMUCT	gene
1	25734512	D	protein_coding	-	2017.5	AT1G68560	Col0_NT	GMUCT	gene
1	26563960	Y	protein_coding	-	775	AT1G70490	Col0_NT	GMUCT	gene
1	26564867	m3C	protein_coding	-	1628	AT1G70490	Col0_NT	GMUCT	gene
1	26564868	m1A|m1I|ms2i6A	protein_coding	-	1888.5	AT1G70490	Col0_NT	GMUCT	gene
1	27835334	Y	protein_coding	-	102	AT1G74020	Col0_NT	GMUCT	gene
1	27863785	m1G	protein_coding	+	192	AT1G74090	Col0_NT	GMUCT	gene
1	27991814	D	protein_coding	+	482.5	AT1G74470	Col0_NT	GMUCT	gene
1	28278030	m1G	protein_coding	-	110.5	AT1G75370	Col0_NT	GMUCT	gene
1	28460675	m1G	protein_coding	+	807	AT1G75800	Col0_NT	GMUCT	gene
1	28460677	Y	protein_coding	+	762	AT1G75800	Col0_NT	GMUCT	gene
1	29736523	Y	protein_coding	+	2644	AT1G79040	Col0_NT	GMUCT	gene
1	30073017	D	protein_coding	+	370.5	AT1G79940	Col0_NT	GMUCT	gene
1	30403920	D	protein_coding	-	297.5	AT1G80920	Col0_NT	GMUCT	gene
2	199585	Y	protein_coding	-	291	AT2G01450	Col0_NT	GMUCT	gene
2	199588	Y	protein_coding	-	688	AT2G01450	Col0_NT	GMUCT	gene
2	528840	D	protein_coding	+	1329	AT2G02100	Col0_NT	GMUCT	gene
2	590557	D	protein_coding	-	88.5	AT2G02230	Col0_NT	GMUCT	gene
2	1967588	D	protein_coding	+	18981.5	AT2G05380	Col0_NT	GMUCT	gene
2	1967589	m1G	protein_coding	+	17282	AT2G05380	Col0_NT	GMUCT	gene
2	1967590	m1G	protein_coding	+	16924	AT2G05380	Col0_NT	GMUCT	gene
2	1967591	D	protein_coding	+	15832.5	AT2G05380	Col0_NT	GMUCT	gene
2	5539678	D	protein_coding	-	1501.5	AT2G13360	Col0_NT	GMUCT	gene
2	7764537	m1G	protein_coding	-	524.5	AT2G17870	Col0_NT	GMUCT	gene
2	7764538	m1G	protein_coding	-	546.5	AT2G17870	Col0_NT	GMUCT	gene
2	7764539	m3C	protein_coding	-	580	AT2G17870	Col0_NT	GMUCT	gene
2	7837892	Y	protein_coding	+	1062.5	AT2G18020	Col0_NT	GMUCT	gene
2	7837893	m1G	protein_coding	+	923	AT2G18020	Col0_NT	GMUCT	gene
2	7837894	m1G	protein_coding	+	911	AT2G18020	Col0_NT	GMUCT	gene
2	7898404	D	protein_coding	-	839.5	AT2G18160	Col0_NT	GMUCT	gene
2	8911990	D	protein_coding	-	1425.5	AT2G20670	Col0_NT	GMUCT	gene
2	8911993	Y	protein_coding	-	1621	AT2G20670	Col0_NT	GMUCT	gene
2	9427350	D	protein_coding	-	60	AT2G22170	Col0_NT	GMUCT	gene
2	9527580	D	protein_coding	-	195.5	AT2G22430	Col0_NT	GMUCT	gene
2	9637474	Y	protein_coding	+	107	AT2G22670	Col0_NT	GMUCT	gene
2	10559868	m1G	protein_coding	+	701.5	AT2G24762	Col0_NT	GMUCT	gene
2	11515140	m1G	protein_coding	-	489	AT2G26980	Col0_NT	GMUCT	gene
2	11528709	D	protein_coding	-	258.5	AT2G27020	Col0_NT	GMUCT	gene
2	11820090	m1G	protein_coding	-	926	AT2G27730	Col0_NT	GMUCT	gene
2	12683630	m1G	protein_coding	-	562.5	AT2G29670	Col0_NT	GMUCT	gene
2	13035425	D	protein_coding	+	419.5	AT2G30590	Col0_NT	GMUCT	gene
2	13418583	Y	protein_coding	-	957.5	AT2G31510	Col0_NT	GMUCT	gene
2	13418584	Y	protein_coding	-	993	AT2G31510	Col0_NT	GMUCT	gene
2	13499546	Y	protein_coding	+	677	AT2G31750	Col0_NT	GMUCT	gene
2	13499547	m1G	protein_coding	+	651.5	AT2G31750	Col0_NT	GMUCT	gene
2	13499548	m3C	protein_coding	+	650	AT2G31750	Col0_NT	GMUCT	gene
2	13642322	Y	protein_coding	-	191.5	AT2G32080	Col0_NT	GMUCT	gene
2	13789154	i6A|t6A	protein_coding	-	483.5	AT2G32480	Col0_NT	GMUCT	gene
2	13864005	Y	protein_coding	-	1305.5	AT2G32690	Col0_NT	GMUCT	gene
2	13864006	m1G	protein_coding	-	1387	AT2G32690	Col0_NT	GMUCT	gene
2	13864007	m1G	protein_coding	-	1743.5	AT2G32690	Col0_NT	GMUCT	gene
2	13864008	m3C	protein_coding	-	1821	AT2G32690	Col0_NT	GMUCT	gene
2	13864034	m1G	protein_coding	-	2945.5	AT2G32690	Col0_NT	GMUCT	gene
2	13864035	i6A|t6A	protein_coding	-	3024	AT2G32690	Col0_NT	GMUCT	gene
2	13864071	i6A|t6A	protein_coding	-	4635	AT2G32690	Col0_NT	GMUCT	gene
2	13864072	m1G	protein_coding	-	4972.5	AT2G32690	Col0_NT	GMUCT	gene
2	13864073	m1G	protein_coding	-	5728	AT2G32690	Col0_NT	GMUCT	gene
2	13864074	m3C	protein_coding	-	6212	AT2G32690	Col0_NT	GMUCT	gene
2	14532890	m1G	protein_coding	-	3305	AT2G34480	Col0_NT	GMUCT	gene
2	14532891	Y	protein_coding	-	3288	AT2G34480	Col0_NT	GMUCT	gene
2	14532892	Y	protein_coding	-	3290.5	AT2G34480	Col0_NT	GMUCT	gene
2	14851627	m1G	protein_coding	+	540.5	AT2G35260	Col0_NT	GMUCT	gene
2	14851628	m1G	protein_coding	+	540	AT2G35260	Col0_NT	GMUCT	gene
2	14851629	m1G	protein_coding	+	536.5	AT2G35260	Col0_NT	GMUCT	gene
2	15166073	D	protein_coding	+	1283.5	AT2G36120	Col0_NT	GMUCT	gene
2	15170505	m3C	protein_coding	+	1250.5	AT2G36160	Col0_NT	GMUCT	gene
2	15170506	m1A|m1I|ms2i6A	protein_coding	+	1237.5	AT2G36160	Col0_NT	GMUCT	gene
2	15170507	m3C	protein_coding	+	1147.5	AT2G36160	Col0_NT	GMUCT	gene
2	15170508	m3C	protein_coding	+	1070	AT2G36160	Col0_NT	GMUCT	gene
2	15635367	m1A|m1I|ms2i6A	protein_coding	-	642.5	AT2G37220	Col0_NT	GMUCT	gene
2	16571321	Y	protein_coding	-	715.5	AT2G39730	Col0_NT	GMUCT	gene
2	16645250	D	protein_coding	+	321.5	AT2G39870	Col0_NT	GMUCT	gene
2	16659209	Y	protein_coding	+	132	AT2G39900	Col0_NT	GMUCT	gene
2	16915140	D	protein_coding	+	576.5	AT2G40490	Col0_NT	GMUCT	gene
2	17376544	m1A|m1I|ms2i6A	protein_coding	-	500.5	AT2G41680	Col0_NT	GMUCT	gene
2	17376547	m1A|m1I|ms2i6A	protein_coding	-	599	AT2G41680	Col0_NT	GMUCT	gene
2	17946179	m1G	protein_coding	+	54.5	AT2G43150	Col0_NT	GMUCT	gene
2	17946227	m1G	protein_coding	+	597	AT2G43150	Col0_NT	GMUCT	gene
2	17946230	m1G	protein_coding	+	604.5	AT2G43150	Col0_NT	GMUCT	gene
2	17946266	m1A|m1I|ms2i6A	protein_coding	+	234.5	AT2G43150	Col0_NT	GMUCT	gene
2	17946314	m1A|m1I|ms2i6A	protein_coding	+	384	AT2G43150	Col0_NT	GMUCT	gene
2	17946344	m1A|m1I|ms2i6A	protein_coding	+	807	AT2G43150	Col0_NT	GMUCT	gene
2	18425891	m1G	protein_coding	+	3617.5	AT2G44670	Col0_NT	GMUCT	gene
2	18425892	m1A|m1I|ms2i6A	protein_coding	+	3477	AT2G44670	Col0_NT	GMUCT	gene
2	18462165	m1A|m1I|ms2i6A	protein_coding	-	210	AT2G44790	Col0_NT	GMUCT	gene
2	18799861	Y	protein_coding	-	395.5	AT2G45640	Col0_NT	GMUCT	gene
2	19181280	m1G	protein_coding	+	807	AT2G46690	Col0_NT	GMUCT	gene
2	19458604	D	protein_coding	+	259.5	AT2G47420	Col0_NT	GMUCT	gene
2	19458606	m1G	protein_coding	+	240	AT2G47420	Col0_NT	GMUCT	gene
2	19473724	D	protein_coding	+	221	AT2G47450	Col0_NT	GMUCT	gene
2	19531553	Y	protein_coding	+	389.5	AT2G47610	Col0_NT	GMUCT	gene
2	19611819	Y	protein_coding	-	91.5	AT2G47900	Col0_NT	GMUCT	gene
3	94184	Y	protein_coding	-	127	AT3G01310	Col0_NT	GMUCT	gene
3	511135	D	protein_coding	+	6459.5	AT3G02470	Col0_NT	GMUCT	gene
3	511137	m1G	protein_coding	+	6012	AT3G02470	Col0_NT	GMUCT	gene
3	569806	m1A|m1I|ms2i6A	protein_coding	+	127.5	AT3G02650	Col0_NT	GMUCT	gene
3	1615416	Y	protein_coding	+	372	AT3G05560	Col0_NT	GMUCT	gene
3	2061988	D	protein_coding	+	63.5	AT3G06610	Col0_NT	GMUCT	gene
3	2117746	m1G	protein_coding	-	2130	AT3G06700	Col0_NT	GMUCT	gene
3	2117747	m1A|m1I|ms2i6A	protein_coding	-	2484.5	AT3G06700	Col0_NT	GMUCT	gene
3	2299991	Y	protein_coding	+	1626.5	AT3G07230	Col0_NT	GMUCT	gene
3	2889525	Y	protein_coding	-	7111.5	AT3G09390	Col0_NT	GMUCT	gene
3	2889526	Y	protein_coding	-	7124.5	AT3G09390	Col0_NT	GMUCT	gene
3	3026832	Y	protein_coding	+	421	AT3G09860	Col0_NT	GMUCT	gene
3	3219140	D	protein_coding	+	252.5	AT3G10370	Col0_NT	GMUCT	gene
3	4384925	m1G	protein_coding	-	807.5	AT3G13460	Col0_NT	GMUCT	gene
3	4384926	m1A|m1I|ms2i6A	protein_coding	-	1435.5	AT3G13460	Col0_NT	GMUCT	gene
3	4384927	m3C	protein_coding	-	1648	AT3G13460	Col0_NT	GMUCT	gene
3	4393439	D	protein_coding	-	72.5	AT3G13480	Col0_NT	GMUCT	gene
3	4731633	i6A|t6A	protein_coding	+	894	AT3G14210	Col0_NT	GMUCT	gene
3	4731634	i6A|t6A	protein_coding	+	882	AT3G14210	Col0_NT	GMUCT	gene
3	5117294	D	protein_coding	+	588.5	AT3G15190	Col0_NT	GMUCT	gene
3	5180918	Y	protein_coding	-	3281	AT3G15353	Col0_NT	GMUCT	gene
3	5180920	m1G	protein_coding	-	5192.5	AT3G15353	Col0_NT	GMUCT	gene
3	5180921	D	protein_coding	-	5918	AT3G15353	Col0_NT	GMUCT	gene
3	5580201	m3C	protein_coding	+	2326.5	AT3G16420	Col0_NT	GMUCT	gene
